edge_idx,src_idx,src_label,src_gene,dst_idx,dst_label,dst_gene,edge_type_name,EdgeDelta,RawEdgeDelta,BaseRewiringScore,ExposureEdgeSignal,ExposureContrastScore,CancerRewiringPotentialEdgeScore,ExposureDependentRewiringScore,ExposureAnchoredRewiringEdgeScore,MixedCancerExposureRewiringScore,RewiringPotentialEdgeScore,CombinedEdgeScore,mean_abs_delta_alpha,mean_delta_alpha,alpha_n_mean,alpha_t_mean,Direction,IsTopRewiredEdge,TopRewiredEdgeFraction,TopRewiredEdgeThreshold
1508,96,GENE:G0096,G0096,155,GENE:G0155,G0155,PPI,0.9452226498075866,0.13072601,0.13072601,0.9846069268829027,0.26145196,0.7413402772970631,0.3609628617775002,0.9452226498075866,0.5233138165804482,0.9452226498075866,0.9452226498075866,0.13072601,-0.014871014282107353,0.4888804256916046,0.4740093946456909,-1,True,0.1,0.6850506459593184
1562,107,GENE:G0107,G0107,142,GENE:G0142,G0142,PPI,0.942319956019791,0.12279422,0.12279422,0.9815832875206156,0.23831528,0.6449414663536972,0.8329010386862543,0.942319956019791,0.7718843807944924,0.942319956019791,0.942319956019791,0.12279422,0.0242399163544178,0.30278170108795166,0.32702159881591797,1,True,0.1,0.6850506459593184
1234,67,GENE:G0067,G0067,72,GENE:G0072,G0072,PPI,0.9262974161627268,0.20537908,0.20537908,0.9802089059923035,0.3641302,0.5281177218289755,0.5262407414489217,0.9262974161627268,0.5347004124170467,0.9262974161627268,0.9262974161627268,0.20537908,0.011390154249966145,0.10786008834838867,0.11925025284290314,1,True,0.1,0.6850506459593184
1200,64,GENE:G0064,G0064,177,GENE:G0177,G0177,PPI,0.9254727872457394,0.11375329,0.11375329,0.9540956569543706,0.20320074,0.33451509087149,0.5849431230380342,0.9254727872457394,0.5133372853500626,0.9254727872457394,0.9254727872457394,0.11375329,-0.000700704928021878,0.3224148154258728,0.3217141032218933,-1,True,0.1,0.6850506459593184
360,22,GENE:G0022,G0022,29,GENE:G0029,G0029,PPI,0.9125302363936229,0.181206,0.181206,0.9656404617921935,0.3327281,0.5590765124856726,0.6503572380298609,0.9125302363936229,0.6284667602870879,0.9125302363936229,0.9125302363936229,0.181206,-0.006893625948578119,0.1031997948884964,0.09630616009235382,-1,True,0.1,0.6850506459593184
110,5,GENE:G0005,G0005,68,GENE:G0068,G0068,PPI,0.9120189664650907,0.060928203,0.060928203,0.9354040681693239,0.11647189,0.47848380986290806,0.8209469767703832,0.9120189664650907,0.6900053601800037,0.9120189664650907,0.9120189664650907,0.060928203,-0.01378626562654972,0.1172650158405304,0.10347874462604523,-1,True,0.1,0.6850506459593184
877,78,GENE:G0078,G0078,45,GENE:G0045,G0045,PPI,0.9097306212204508,0.14560457,0.14560457,0.9476360637713029,0.27745497,0.6382747373586629,0.5042991133947621,0.9097306212204508,0.5552617898173576,0.9097306212204508,0.9097306212204508,0.14560457,-0.03150426968932152,0.15530867874622345,0.12380440533161163,-1,True,0.1,0.6850506459593184
955,56,GENE:G0056,G0056,50,GENE:G0050,G0050,PPI,0.9087410665200659,0.044786096,0.044786096,0.9087410665200659,0.08655019,0.4306650434895026,0.8077067274229064,0.9087410665200659,0.6464870531404665,0.9087410665200659,0.9087410665200659,0.044786096,0.04289153963327408,0.13228686153888702,0.1751783788204193,1,True,0.1,0.6850506459593184
1616,117,GENE:G0117,G0117,170,GENE:G0170,G0170,PPI,0.9049972512369433,0.14808849,0.14808849,0.9576690489279824,0.28298876,0.7051627201766889,0.5924597725028944,0.9049972512369433,0.6464079681184298,0.9049972512369433,0.9049972512369433,0.14808849,-0.07622530311346054,0.3819059133529663,0.3056805729866028,-1,True,0.1,0.6850506459593184
1695,195,GENE:G0195,G0195,135,GENE:G0135,G0135,PPI,0.9021728971962618,0.20874661,0.20874661,0.985981308411215,0.2964783,0.49914045406234614,0.7456228996578577,0.9021728971962618,0.683241205880081,0.9021728971962618,0.9021728971962618,0.20874661,-0.05702419579029083,0.30626633763313293,0.2492421567440033,-1,True,0.1,0.6850506459593184
776,39,GENE:G0039,G0039,135,GENE:G0135,G0135,PPI,0.8930483782297964,0.0642506,0.0642506,0.9351291918636613,0.1185178,0.3971597493542499,0.4792251999457304,0.8930483782297964,0.4547917775014303,0.8930483782297964,0.8930483782297964,0.0642506,-0.006160252261906862,0.2774636149406433,0.2713033854961395,-1,True,0.1,0.6850506459593184
405,29,GENE:G0029,G0029,24,GENE:G0024,G0024,PPI,0.8920285871357889,0.1984529,0.1984529,0.9389774601429357,0.37107173,0.5404541208138345,0.637364454221423,0.8920285871357889,0.6179620285235479,0.8920285871357889,0.8920285871357889,0.1984529,0.010586812160909176,0.1888459324836731,0.19943276047706604,1,True,0.1,0.6850506459593184
1153,68,GENE:G0068,G0068,60,GENE:G0060,G0060,PPI,0.8920285871357889,0.1984529,0.1984529,0.9389774601429357,0.37107173,0.6087386741708452,0.5054368356409281,0.8920285871357889,0.5440172131836704,0.8920285871357889,0.8920285871357889,0.1984529,0.012221320532262325,0.12505610287189484,0.13727740943431854,1,True,0.1,0.6850506459593184
639,139,GENE:G0139,G0139,32,GENE:G0032,G0032,PPI,0.8846783947223749,0.057676736,0.057676736,0.9120395821880154,0.110160366,0.6586200759752834,0.8232641370389102,0.8846783947223749,0.7507570447505143,0.8846783947223749,0.8846783947223749,0.057676736,0.019798632711172104,0.12272182106971741,0.1425204575061798,1,True,0.1,0.6850506459593184
1173,74,GENE:G0074,G0074,62,GENE:G0062,G0062,PPI,0.8750343595382079,0.04471822,0.04471822,0.8974711379879055,0.08087017,0.42907984965125795,0.7674559022021754,0.8750343595382079,0.6216392669380995,0.8750343595382079,0.8750343595382079,0.04471822,-0.029125986620783806,0.1642073094844818,0.13508130609989166,-1,True,0.1,0.6850506459593184
126,6,GENE:G0006,G0006,67,GENE:G0067,G0067,PPI,0.8710720175920835,0.1296514,0.1296514,0.9073666849917537,0.24517168,0.6843743138669484,0.7249854134942432,0.8710720175920835,0.7226717518540114,0.8710720175920835,0.8710720175920835,0.1296514,-0.018794339150190353,0.1506330966949463,0.13183876872062683,-1,True,0.1,0.6850506459593184
1791,191,GENE:G0191,G0191,163,GENE:G0163,G0163,PPI,0.869824079164376,0.057876233,0.057876233,0.8875755909840571,0.088006854,0.5094824677554046,0.48525308802781225,0.869824079164376,0.48472850756560004,0.869824079164376,0.869824079164376,0.057876233,-0.01141738798469305,0.3396643400192261,0.32824695110321045,-1,True,0.1,0.6850506459593184
1352,76,GENE:G0076,G0076,77,GENE:G0077,G0077,PPI,0.8657806487080815,0.13550334,0.13550334,0.9727872457394173,0.2637787,0.31159751925981244,0.36130895057282925,0.8657806487080815,0.34635870475859426,0.8657806487080815,0.8657806487080815,0.13550334,0.06357795000076294,0.10883685946464539,0.17241479456424713,1,True,0.1,0.6850506459593184
379,99,GENE:G0099,G0099,22,GENE:G0022,G0022,PPI,0.8521199835074217,0.065620154,0.065620154,0.8739692138537658,0.093267225,0.5969538156340226,0.6341548559550223,0.8521199835074217,0.6221076014052174,0.8521199835074217,0.8521199835074217,0.065620154,0.021465249359607697,0.1723478138446808,0.1938130259513855,1,True,0.1,0.6850506459593184
1260,69,GENE:G0069,G0069,79,GENE:G0079,G0079,PPI,0.8479494227597582,0.04225971,0.04225971,0.8565145684442002,0.06313429,0.4549825016542192,0.8240587155623318,0.8479494227597582,0.6751125572113036,0.8479494227597582,0.8479494227597582,0.04225971,0.023879067972302437,0.13084466755390167,0.15472374856472015,1,True,0.1,0.6850506459593184
722,36,GENE:G0036,G0036,148,GENE:G0148,G0148,PPI,0.8477570093457942,0.07861361,0.07861361,0.9018691588785046,0.12913382,0.691689462855499,0.7022428398453565,0.8477570093457942,0.6966722987609277,0.8477570093457942,0.8477570093457942,0.07861361,0.01673177443444729,0.6567435264587402,0.6734752058982849,1,True,0.1,0.6850506459593184
1573,149,GENE:G0149,G0149,108,GENE:G0108,G0108,PPI,0.8436943375481033,0.075465925,0.075465925,0.8927982407916437,0.13982023,0.6896758523159057,0.595001634917539,0.8436943375481033,0.6398534224015648,0.8436943375481033,0.8436943375481033,0.075465925,-0.09122520685195923,0.4384506940841675,0.347225546836853,-1,True,0.1,0.6850506459593184
574,30,GENE:G0030,G0030,94,GENE:G0094,G0094,PPI,0.8417715777899945,0.03582299,0.03582299,0.8545904343045629,0.067127414,0.35975332242629277,0.7538582434493524,0.8417715777899945,0.5786966645496862,0.8417715777899945,0.8417715777899945,0.03582299,0.0236353762447834,0.1239624097943306,0.1475977748632431,1,True,0.1,0.6850506459593184
925,116,GENE:G0116,G0116,48,GENE:G0048,G0048,PPI,0.8378064870808136,0.085301206,0.085301206,0.9466739967014843,0.1649038,0.7211521898233093,0.8162284466332134,0.8378064870808136,0.777365462079029,0.8378064870808136,0.8378064870808136,0.085301206,0.03431985527276993,0.14642830193042755,0.18074816465377808,1,True,0.1,0.6850506459593184
1472,88,GENE:G0088,G0088,89,GENE:G0089,G0089,PPI,0.8356239692138537,0.038419504,0.038419504,0.8356239692138537,0.05856327,0.3951665297781558,0.8314353515129534,0.8356239692138537,0.6496785149209553,0.8356239692138537,0.8356239692138537,0.038419504,-0.04842328652739525,0.1988324522972107,0.15040917694568634,-1,True,0.1,0.6850506459593184
